DATE,TIME,GAME,BET,ROLL,STAKE,MULT,PROFIT,JPOT
15/04/2020,20:43:29,DICE,HI,6328,0.00000001,2,0.00000001,X
15/04/2020,20:43:27,DICE,HI,6672,0.00000001,2,0.00000001,X
15/04/2020,20:43:26,DICE,LO,6077,0.00000001,2,-0.00000001,X
15/04/2020,20:43:24,DICE,LO,586,0.00000001,2,0.00000001,X
15/04/2020,20:43:23,DICE,LO,1102,0.00000001,2,0.00000001,X
15/04/2020,20:43:21,DICE,HI,234,0.00000001,2,-0.00000001,X
15/04/2020,20:43:19,DICE,LO,8557,0.00000001,2,-0.00000001,X
15/04/2020,20:43:18,DICE,HI,2956,0.00000001,2,-0.00000001,X
15/04/2020,20:43:17,DICE,LO,9874,0.00000001,2,-0.00000001,X
15/04/2020,20:43:14,DICE,LO,7893,0.00000001,2,-0.00000001,X
15/04/2020,20:43:07,DICE,HI,8824,0.00000001,2,0.00000001,X
15/04/2020,20:43:06,DICE,HI,9607,0.00000001,2,0.00000001,X
15/04/2020,20:43:04,DICE,HI,5983,0.00000001,2,0.00000001,X
15/04/2020,20:43:02,DICE,LO,5335,0.00000001,2,-0.00000001,X
15/04/2020,20:42:59,DICE,LO,207,0.00000001,2,0.00000001,X
15/04/2020,20:42:48,DICE,HI,380,0.00000001,2,-0.00000001,X
15/04/2020,20:42:46,DICE,LO,9448,0.00000001,2,-0.00000001,X
15/04/2020,20:42:44,DICE,LO,2031,0.00000001,2,0.00000001,X
15/04/2020,20:42:41,DICE,HI,9481,0.00000001,2,0.00000001,X
15/04/2020,20:42:40,DICE,HI,6414,0.00000001,2,0.00000001,X
15/04/2020,20:42:38,DICE,HI,8050,0.00000001,2,0.00000001,X
15/04/2020,20:42:37,DICE,LO,8658,0.00000001,2,-0.00000001,X
15/04/2020,20:42:35,DICE,LO,6388,0.00000001,2,-0.00000001,X
15/04/2020,20:42:34,DICE,LO,8985,0.00000001,2,-0.00000001,X
15/04/2020,20:42:33,DICE,LO,9595,0.00000001,2,-0.00000001,X
15/04/2020,20:42:30,DICE,HI,6534,0.00000001,2,0.00000001,X
15/04/2020,20:42:28,DICE,HI,9419,0.00000001,2,0.00000001,X
15/04/2020,20:34:44,FREE, ,9890,0,0,0.00000297, 
15/04/2020,19:53:30,DICE,LO,1181,0.00000001,2,0.00000001,X
15/04/2020,19:53:28,DICE,LO,3950,0.00000001,2,0.00000001,X
15/04/2020,19:53:26,DICE,LO,4137,0.00000001,2,0.00000001,X
15/04/2020,19:53:25,DICE,HI,2525,0.00000001,2,-0.00000001,X
15/04/2020,19:53:23,DICE,HI,8775,0.00000001,2,0.00000001,X
15/04/2020,19:53:20,DICE,HI,5612,0.00000001,2,0.00000001,X
15/04/2020,19:53:18,DICE,LO,7676,0.00000001,2,-0.00000001,X
15/04/2020,19:53:16,DICE,LO,3027,0.00000001,2,0.00000001,X
15/04/2020,19:53:15,DICE,HI,9386,0.00000001,2,0.00000001,X
15/04/2020,19:53:13,DICE,HI,6365,0.00000001,2,0.00000001,X
15/04/2020,19:53:11,DICE,LO,6430,0.00000001,2,-0.00000001,X
15/04/2020,19:53:09,DICE,HI,280,0.00000001,2,-0.00000001,X
15/04/2020,19:53:07,DICE,LO,2636,0.00000001,2,0.00000001,X
15/04/2020,19:53:03,DICE,LO,853,0.00000001,2,0.00000001,X
15/04/2020,19:53:01,DICE,LO,3726,0.00000001,2,0.00000001,X
15/04/2020,19:53:00,DICE,LO,4352,0.00000001,2,0.00000001,X
15/04/2020,19:52:58,DICE,HI,7525,0.00000001,2,0.00000001,X
15/04/2020,19:52:56,DICE,HI,4571,0.00000001,2,-0.00000001,X
15/04/2020,19:52:54,DICE,HI,3295,0.00000001,2,-0.00000001,X
15/04/2020,19:52:53,DICE,HI,4781,0.00000001,2,-0.00000001,X
15/04/2020,19:52:51,DICE,LO,4563,0.00000001,2,0.00000001,X
15/04/2020,19:52:49,DICE,LO,3416,0.00000001,2,0.00000001,X
15/04/2020,19:52:48,DICE,LO,6779,0.00000001,2,-0.00000001,X
15/04/2020,19:52:47,DICE,LO,2141,0.00000001,2,0.00000001,X
15/04/2020,19:52:45,DICE,LO,2773,0.00000001,2,0.00000001,X
15/04/2020,19:52:44,DICE,LO,6057,0.00000001,2,-0.00000001,X
15/04/2020,19:52:43,DICE,LO,1019,0.00000001,2,0.00000001,X
15/04/2020,19:52:41,DICE,LO,3036,0.00000001,2,0.00000001,X
15/04/2020,19:52:39,DICE,LO,7298,0.00000001,2,-0.00000001,X
15/04/2020,19:52:37,DICE,LO,1628,0.00000001,2,0.00000001,X
15/04/2020,19:52:35,DICE,LO,1361,0.00000001,2,0.00000001,X
15/04/2020,19:52:34,DICE,HI,5142,0.00000001,2,-0.00000001,X
15/04/2020,19:52:31,DICE,HI,7497,0.00000001,2,0.00000001,X
15/04/2020,19:52:29,DICE,LO,2023,0.00000001,2,0.00000001,X
15/04/2020,19:52:27,DICE,LO,915,0.00000001,2,0.00000001,X
15/04/2020,19:52:23,DICE,HI,8205,0.00000001,2,0.00000001,X
15/04/2020,19:52:18,DICE,HI,8159,0.00000001,2,0.00000001,X
15/04/2020,19:52:09,DICE,HI,5639,0.00000001,2,0.00000001,X
15/04/2020,19:52:07,DICE,LO,9968,0.00000001,2,-0.00000001,X
15/04/2020,19:52:05,DICE,HI,4580,0.00000001,2,-0.00000001,X
15/04/2020,19:52:04,DICE,HI,7187,0.00000001,2,0.00000001,X
15/04/2020,19:52:02,DICE,HI,1873,0.00000001,2,-0.00000001,X
15/04/2020,19:52:01,DICE,LO,5607,0.00000001,2,-0.00000001,X
15/04/2020,19:51:58,DICE,LO,8546,0.00000001,2,-0.00000001,X
15/04/2020,19:51:56,DICE,HI,598,0.00000001,2,-0.00000001,X
15/04/2020,19:51:54,DICE,HI,9755,0.00000001,2,0.00000001,X
15/04/2020,19:51:53,DICE,HI,1870,0.00000001,2,-0.00000001,X
15/04/2020,19:51:52,DICE,HI,7023,0.00000001,2,0.00000001,X
15/04/2020,19:51:50,DICE,HI,2082,0.00000001,2,-0.00000001,X
15/04/2020,19:51:49,DICE,LO,9299,0.00000001,2,-0.00000001,X
15/04/2020,19:51:47,DICE,LO,1343,0.00000001,2,0.00000001,X
15/04/2020,19:51:44,DICE,LO,2500,0.00000001,2,0.00000001,X
15/04/2020,19:51:42,DICE,HI,3095,0.00000001,2,-0.00000001,X
15/04/2020,19:51:41,DICE,LO,6949,0.00000001,2,-0.00000001,X
15/04/2020,19:51:39,DICE,LO,1438,0.00000001,2,0.00000001,X
15/04/2020,19:51:38,DICE,HI,1589,0.00000001,2,-0.00000001,X
15/04/2020,19:51:37,DICE,HI,8855,0.00000001,2,0.00000001,X
15/04/2020,19:51:36,DICE,LO,8483,0.00000001,2,-0.00000001,X
15/04/2020,19:51:34,DICE,LO,8615,0.00000001,2,-0.00000001,X
15/04/2020,19:51:32,DICE,HI,2799,0.00000001,2,-0.00000001,X
15/04/2020,19:51:30,DICE,HI,9363,0.00000001,2,0.00000001,X
15/04/2020,19:51:28,DICE,HI,2085,0.00000001,2,-0.00000001,X
15/04/2020,19:51:26,DICE,LO,2861,0.00000001,2,0.00000001,X
15/04/2020,19:51:24,DICE,LO,2582,0.00000001,2,0.00000001,X
15/04/2020,19:51:21,DICE,LO,2926,0.00000001,2,0.00000001,X
15/04/2020,19:51:19,DICE,HI,2021,0.00000001,2,-0.00000001,X
15/04/2020,19:51:17,DICE,HI,7346,0.00000001,2,0.00000001,X
15/04/2020,19:51:15,DICE,LO,5561,0.00000001,2,-0.00000001,X
15/04/2020,19:51:14,DICE,HI,4405,0.00000001,2,-0.00000001,X
15/04/2020,19:51:11,DICE,HI,9952,0.00000001,2,0.00000001,X
15/04/2020,19:51:10,DICE,HI,7255,0.00000001,2,0.00000001,X
15/04/2020,19:51:08,DICE,HI,3021,0.00000001,2,-0.00000001,X
15/04/2020,19:51:07,DICE,LO,9843,0.00000001,2,-0.00000001,X
15/04/2020,19:51:05,DICE,LO,3146,0.00000001,2,0.00000001,X
15/04/2020,19:51:03,DICE,LO,1288,0.00000001,2,0.00000001,X
15/04/2020,19:51:01,DICE,LO,9065,0.00000001,2,-0.00000001,X
15/04/2020,19:35:06,DICE,LO,769,0.00000001,2,0.00000001,X
15/04/2020,19:34:59,DICE,LO,3380,0.00000001,2,0.00000001,X
15/04/2020,19:34:54,DICE,LO,4571,0.00000001,2,0.00000001,X
15/04/2020,19:34:29,FREE, ,7900,0,0,0.00000027, 
15/04/2020,18:27:01,DICE,HI,8278,0.00000001,2,0.00000001,X
15/04/2020,18:26:59,DICE,HI,6045,0.00000001,2,0.00000001,X
15/04/2020,18:26:57,DICE,HI,7076,0.00000001,2,0.00000001,X
15/04/2020,18:26:56,DICE,HI,7499,0.00000001,2,0.00000001,X
15/04/2020,18:26:53,DICE,LO,3958,0.00000001,2,0.00000001,X
15/04/2020,18:26:51,DICE,LO,1240,0.00000001,2,0.00000001,X
15/04/2020,18:26:50,DICE,LO,3835,0.00000001,2,0.00000001,X
15/04/2020,18:26:48,DICE,HI,3167,0.00000001,2,-0.00000001,X
15/04/2020,18:26:45,DICE,HI,6303,0.00000001,2,0.00000001,X
15/04/2020,18:26:43,DICE,HI,8758,0.00000001,2,0.00000001,X
15/04/2020,18:26:41,DICE,HI,5625,0.00000001,2,0.00000001,X
15/04/2020,18:26:37,DICE,LO,1720,0.00000001,2,0.00000001,X
15/04/2020,18:26:16,FREE, ,157,0,0,0.00000028, 
15/04/2020,17:25:57,FREE, ,6508,0,0,0.00000028, 
15/04/2020,17:01:57,DICE,HI,5430,0.00000001,2,0.00000001,X
15/04/2020,17:01:56,DICE,LO,1882,0.00000001,2,0.00000001,X
15/04/2020,17:01:55,DICE,LO,3286,0.00000001,2,0.00000001,X
15/04/2020,17:01:53,DICE,LO,7286,0.00000001,2,-0.00000001,X
15/04/2020,17:01:51,DICE,HI,3147,0.00000001,2,-0.00000001,X
15/04/2020,17:01:50,DICE,LO,9562,0.00000001,2,-0.00000001,X
15/04/2020,17:01:49,DICE,HI,2203,0.00000001,2,-0.00000001,X
15/04/2020,17:01:48,DICE,HI,4270,0.00000001,2,-0.00000001,X
15/04/2020,17:01:47,DICE,HI,6235,0.00000001,2,0.00000001,X
15/04/2020,17:01:45,DICE,LO,6857,0.00000001,2,-0.00000001,X
15/04/2020,17:01:44,DICE,LO,131,0.00000001,2,0.00000001,X
15/04/2020,17:01:43,DICE,LO,244,0.00000001,2,0.00000001,X
15/04/2020,17:01:42,DICE,HI,627,0.00000001,2,-0.00000001,X
15/04/2020,17:01:40,DICE,HI,7369,0.00000001,2,0.00000001,X
15/04/2020,17:01:37,DICE,HI,5328,0.00000001,2,0.00000001,X
15/04/2020,17:01:35,DICE,LO,6619,0.00000001,2,-0.00000001,X
15/04/2020,17:01:33,DICE,LO,660,0.00000001,2,0.00000001,X
15/04/2020,17:01:32,DICE,HI,3485,0.00000001,2,-0.00000001,X
15/04/2020,17:01:31,DICE,HI,6177,0.00000001,2,0.00000001,X
15/04/2020,17:01:29,DICE,LO,6200,0.00000001,2,-0.00000001,X
15/04/2020,17:01:28,DICE,LO,3650,0.00000001,2,0.00000001,X
15/04/2020,17:01:27,DICE,HI,3170,0.00000001,2,-0.00000001,X
15/04/2020,17:01:25,DICE,LO,3166,0.00000001,2,0.00000001,X
15/04/2020,17:01:24,DICE,LO,426,0.00000001,2,0.00000001,X
15/04/2020,17:01:21,DICE,LO,6431,0.00000001,2,-0.00000001,X
15/04/2020,17:01:19,DICE,HI,3110,0.00000001,2,-0.00000001,X
15/04/2020,17:01:18,DICE,HI,8822,0.00000001,2,0.00000001,X
15/04/2020,17:01:17,DICE,HI,4264,0.00000001,2,-0.00000001,X
15/04/2020,17:01:15,DICE,LO,5551,0.00000001,2,-0.00000001,X
15/04/2020,17:01:13,DICE,HI,5690,0.00000001,2,0.00000001,X
15/04/2020,17:01:12,DICE,HI,7222,0.00000001,2,0.00000001,X
15/04/2020,17:01:11,DICE,HI,4057,0.00000001,2,-0.00000001,X
15/04/2020,17:01:08,DICE,LO,4436,0.00000001,2,0.00000001,X
15/04/2020,17:01:07,DICE,LO,2036,0.00000001,2,0.00000001,X
15/04/2020,17:01:06,DICE,LO,2760,0.00000001,2,0.00000001,X
15/04/2020,17:01:04,DICE,LO,7192,0.00000001,2,-0.00000001,X
15/04/2020,17:01:03,DICE,LO,1507,0.00000001,2,0.00000001,X
15/04/2020,17:01:02,DICE,LO,3217,0.00000001,2,0.00000001,X
15/04/2020,17:01:01,DICE,LO,802,0.00000001,2,0.00000001,X
15/04/2020,17:00:59,DICE,HI,1366,0.00000001,2,-0.00000001,X
15/04/2020,17:00:57,DICE,HI,8102,0.00000001,2,0.00000001,X
15/04/2020,17:00:56,DICE,HI,9951,0.00000001,2,0.00000001,X
15/04/2020,17:00:55,DICE,HI,4403,0.00000001,2,-0.00000001,X
15/04/2020,17:00:53,DICE,HI,1943,0.00000001,2,-0.00000001,X
15/04/2020,17:00:52,DICE,HI,5320,0.00000001,2,0.00000001,X
15/04/2020,17:00:51,DICE,LO,7778,0.00000001,2,-0.00000001,X
15/04/2020,17:00:50,DICE,HI,2945,0.00000001,2,-0.00000001,X
15/04/2020,17:00:49,DICE,HI,5253,0.00000001,2,0.00000001,X
15/04/2020,17:00:48,DICE,LO,7388,0.00000001,2,-0.00000001,X
15/04/2020,17:00:46,DICE,HI,4233,0.00000001,2,-0.00000001,X
15/04/2020,17:00:45,DICE,HI,2444,0.00000001,2,-0.00000001,X
15/04/2020,17:00:43,DICE,HI,5642,0.00000001,2,0.00000001,X
15/04/2020,17:00:42,DICE,LO,9847,0.00000001,2,-0.00000001,X
15/04/2020,17:00:40,DICE,LO,2682,0.00000001,2,0.00000001,X
15/04/2020,17:00:39,DICE,HI,938,0.00000001,2,-0.00000001,X
15/04/2020,17:00:38,DICE,LO,5532,0.00000001,2,-0.00000001,X
15/04/2020,17:00:36,DICE,LO,1014,0.00000001,2,0.00000001,X
15/04/2020,17:00:34,DICE,LO,6751,0.00000001,2,-0.00000001,X
15/04/2020,16:54:28,DICE,LO,1583,0.00000001,2,0.00000001,X
15/04/2020,16:54:26,DICE,LO,5997,0.00000001,2,-0.00000001,X
15/04/2020,16:54:25,DICE,HI,2763,0.00000001,2,-0.00000001,X
15/04/2020,16:54:23,DICE,HI,7490,0.00000001,2,0.00000001,X
15/04/2020,16:54:20,DICE,HI,9966,0.00000001,2,0.00000001,X
15/04/2020,16:54:18,DICE,LO,251,0.00000001,2,0.00000001,X
15/04/2020,16:54:15,DICE,LO,108,0.00000001,2,0.00000001,X
15/04/2020,16:54:13,DICE,LO,272,0.00000001,2,0.00000001,X
15/04/2020,16:54:12,DICE,LO,1028,0.00000001,2,0.00000001,X
15/04/2020,16:54:11,DICE,HI,2827,0.00000001,2,-0.00000001,X
15/04/2020,16:54:09,DICE,HI,4550,0.00000001,2,-0.00000001,X
15/04/2020,16:54:07,DICE,LO,8723,0.00000001,2,-0.00000001,X
15/04/2020,16:54:06,DICE,LO,1369,0.00000001,2,0.00000001,X
15/04/2020,16:54:04,DICE,LO,917,0.00000001,2,0.00000001,X
15/04/2020,16:54:02,DICE,HI,4637,0.00000001,2,-0.00000001,X
15/04/2020,16:54:01,DICE,LO,5200,0.00000001,2,-0.00000001,X
15/04/2020,16:54:00,DICE,HI,4330,0.00000001,2,-0.00000001,X
15/04/2020,16:53:58,DICE,HI,7119,0.00000001,2,0.00000001,X
15/04/2020,16:53:56,DICE,LO,3121,0.00000001,2,0.00000001,X
15/04/2020,16:53:54,DICE,LO,4545,0.00000001,2,0.00000001,X
15/04/2020,16:53:49,DICE,LO,6938,0.00000001,2,-0.00000001,X
15/04/2020,16:53:48,DICE,LO,107,0.00000001,2,0.00000001,X
15/04/2020,16:53:46,DICE,LO,2725,0.00000001,2,0.00000001,X
15/04/2020,16:53:45,DICE,HI,2200,0.00000001,2,-0.00000001,X
15/04/2020,16:53:43,DICE,LO,8704,0.00000001,2,-0.00000001,X
15/04/2020,16:53:40,DICE,LO,1622,0.00000001,2,0.00000001,X
15/04/2020,16:53:37,DICE,LO,2391,0.00000001,2,0.00000001,X
15/04/2020,16:53:33,DICE,LO,3040,0.00000001,2,0.00000001,X
15/04/2020,16:53:31,DICE,HI,6654,0.00000001,2,0.00000001,X
15/04/2020,16:53:29,DICE,HI,7824,0.00000001,2,0.00000001,X
15/04/2020,16:53:27,DICE,LO,7863,0.00000001,2,-0.00000001,X
15/04/2020,16:53:25,DICE,HI,6514,0.00000001,2,0.00000001,X
15/04/2020,16:53:24,DICE,HI,8162,0.00000001,2,0.00000001,X
15/04/2020,16:53:22,DICE,LO,9046,0.00000001,2,-0.00000001,X
15/04/2020,16:53:21,DICE,LO,1060,0.00000001,2,0.00000001,X
15/04/2020,16:53:20,DICE,HI,210,0.00000001,2,-0.00000001,X
15/04/2020,16:53:18,DICE,LO,4952,0.00000001,2,-0.00000001,X
15/04/2020,16:53:17,DICE,LO,2610,0.00000001,2,0.00000001,X
15/04/2020,16:53:15,DICE,LO,111,0.00000001,2,0.00000001,X
15/04/2020,16:53:14,DICE,HI,2082,0.00000001,2,-0.00000001,X
15/04/2020,16:53:13,DICE,LO,7585,0.00000001,2,-0.00000001,X
15/04/2020,16:53:11,DICE,LO,5986,0.00000001,2,-0.00000001,X
15/04/2020,16:53:10,DICE,HI,28,0.00000001,2,-0.00000001,X
15/04/2020,16:53:08,DICE,HI,9997,0.00000001,2,0.00000001,X
15/04/2020,16:53:07,DICE,HI,5950,0.00000001,2,0.00000001,X
15/04/2020,16:53:06,DICE,LO,7892,0.00000001,2,-0.00000001,X
15/04/2020,16:53:04,DICE,LO,3582,0.00000001,2,0.00000001,X
15/04/2020,16:53:03,DICE,HI,5666,0.00000001,2,0.00000001,X
15/04/2020,16:53:01,DICE,HI,6670,0.00000001,2,0.00000001,X
15/04/2020,16:53:00,DICE,LO,9930,0.00000001,2,-0.00000001,X
15/04/2020,16:52:58,DICE,HI,8013,0.00000001,2,0.00000001,X
15/04/2020,16:52:57,DICE,HI,9344,0.00000001,2,0.00000001,X
15/04/2020,16:52:56,DICE,LO,8504,0.00000001,2,-0.00000001,X
15/04/2020,16:52:54,DICE,HI,5707,0.00000001,2,0.00000001,X
15/04/2020,16:52:53,DICE,HI,6226,0.00000001,2,0.00000001,X
15/04/2020,16:52:52,DICE,LO,9147,0.00000001,2,-0.00000001,X
15/04/2020,16:52:51,DICE,LO,5631,0.00000001,2,-0.00000001,X
15/04/2020,16:52:49,DICE,HI,4096,0.00000001,2,-0.00000001,X
15/04/2020,16:52:47,DICE,LO,7269,0.00000001,2,-0.00000001,X
15/04/2020,16:52:45,DICE,LO,3061,0.00000001,2,0.00000001,X
15/04/2020,16:52:43,DICE,LO,5482,0.00000001,2,-0.00000001,X
15/04/2020,16:52:42,DICE,LO,5173,0.00000001,2,-0.00000001,X
15/04/2020,16:52:41,DICE,LO,5610,0.00000001,2,-0.00000001,X
15/04/2020,16:52:40,DICE,LO,6185,0.00000001,2,-0.00000001,X
15/04/2020,16:52:39,DICE,LO,8793,0.00000001,2,-0.00000001,X
15/04/2020,16:52:37,DICE,LO,6022,0.00000001,2,-0.00000001,X
15/04/2020,16:52:36,DICE,LO,2594,0.00000001,2,0.00000001,X
15/04/2020,16:52:35,DICE,HI,154,0.00000001,2,-0.00000001,X
15/04/2020,16:52:32,DICE,LO,6529,0.00000001,2,-0.00000001,X
15/04/2020,16:52:31,DICE,HI,3200,0.00000001,2,-0.00000001,X
15/04/2020,16:52:30,DICE,LO,6139,0.00000001,2,-0.00000001,X
15/04/2020,16:52:28,DICE,LO,8256,0.00000001,2,-0.00000001,X
15/04/2020,16:52:26,DICE,HI,461,0.00000001,2,-0.00000001,X
15/04/2020,16:52:25,DICE,LO,5357,0.00000001,2,-0.00000001,X
15/04/2020,16:52:23,DICE,LO,3966,0.00000001,2,0.00000001,X
15/04/2020,16:52:21,DICE,LO,169,0.00000001,2,0.00000001,X
15/04/2020,16:52:19,DICE,HI,424,0.00000001,2,-0.00000001,X
15/04/2020,16:52:18,DICE,LO,5945,0.00000001,2,-0.00000001,X
15/04/2020,16:52:16,DICE,HI,7368,0.00000001,2,0.00000001,X
15/04/2020,16:52:12,DICE,HI,9195,0.00000001,2,0.00000001,X
15/04/2020,16:52:03,DICE,HI,2427,0.00000002,2,-0.00000002,X
15/04/2020,16:52:02,DICE,HI,8641,0.00000002,2,0.00000002,X
15/04/2020,16:52:01,DICE,HI,1572,0.00000002,2,-0.00000002,X
15/04/2020,16:52:00,DICE,LO,7463,0.00000002,2,-0.00000002,X
15/04/2020,16:51:53,DICE,LO,2814,0.00000002,2,0.00000002,X
15/04/2020,16:51:51,DICE,HI,565,0.00000002,2,-0.00000002,X
15/04/2020,16:51:50,DICE,HI,9968,0.00000002,2,0.00000002,X
15/04/2020,16:51:48,DICE,LO,9102,0.00000002,2,-0.00000002,X
15/04/2020,16:51:46,DICE,LO,2756,0.00000002,2,0.00000002,X
15/04/2020,16:51:45,DICE,HI,3123,0.00000002,2,-0.00000002,X
15/04/2020,16:51:44,DICE,HI,752,0.00000002,2,-0.00000002,X
15/04/2020,16:51:42,DICE,LO,9090,0.00000002,2,-0.00000002,X
15/04/2020,16:51:41,DICE,HI,2471,0.00000002,2,-0.00000002,X
15/04/2020,16:51:39,DICE,LO,5275,0.00000002,2,-0.00000002,X
15/04/2020,16:51:37,DICE,HI,4133,0.00000002,2,-0.00000002,X
15/04/2020,16:51:36,DICE,HI,2495,0.00000002,2,-0.00000002,X
15/04/2020,16:51:35,DICE,LO,8715,0.00000002,2,-0.00000002,X
15/04/2020,16:51:33,DICE,HI,1071,0.00000002,2,-0.00000002,X
15/04/2020,16:51:32,DICE,LO,3116,0.00000002,2,0.00000002,X
15/04/2020,16:51:30,DICE,HI,451,0.00000002,2,-0.00000002,X
15/04/2020,16:51:29,DICE,LO,4255,0.00000002,2,0.00000002,X
15/04/2020,16:51:27,DICE,LO,4676,0.00000002,2,0.00000002,X
15/04/2020,16:51:26,DICE,HI,6706,0.00000002,2,0.00000002,X
15/04/2020,16:51:24,DICE,HI,9794,0.00000002,2,0.00000002,X
15/04/2020,16:51:23,DICE,LO,7849,0.00000002,2,-0.00000002,X
15/04/2020,16:51:20,DICE,HI,7367,0.00000002,2,0.00000002,X
15/04/2020,16:51:19,DICE,HI,9355,0.00000002,2,0.00000002,X
15/04/2020,16:51:18,DICE,LO,9558,0.00000002,2,-0.00000002,X
15/04/2020,16:51:16,DICE,HI,854,0.00000002,2,-0.00000002,X
15/04/2020,16:51:14,DICE,HI,6519,0.00000002,2,0.00000002,X
15/04/2020,16:51:13,DICE,LO,3277,0.00000002,2,0.00000002,X
15/04/2020,16:51:11,DICE,LO,1480,0.00000002,2,0.00000002,X
15/04/2020,16:51:10,DICE,HI,1227,0.00000002,2,-0.00000002,X
15/04/2020,16:51:08,DICE,HI,7821,0.00000002,2,0.00000002,X
15/04/2020,16:51:07,DICE,HI,538,0.00000002,2,-0.00000002,X
15/04/2020,16:51:06,DICE,LO,7029,0.00000002,2,-0.00000002,X
15/04/2020,16:51:03,DICE,HI,3005,0.00000002,2,-0.00000002,X
15/04/2020,16:51:02,DICE,LO,9365,0.00000002,2,-0.00000002,X
15/04/2020,16:51:01,DICE,HI,507,0.00000002,2,-0.00000002,X
15/04/2020,16:50:59,DICE,LO,7962,0.00000002,2,-0.00000002,X
15/04/2020,16:50:58,DICE,LO,4074,0.00000002,2,0.00000002,X
15/04/2020,16:50:56,DICE,LO,4211,0.00000002,2,0.00000002,X
15/04/2020,16:50:54,DICE,HI,5464,0.00000002,2,0.00000002,X
15/04/2020,16:50:53,DICE,HI,468,0.00000002,2,-0.00000002,X
15/04/2020,16:50:52,DICE,HI,2281,0.00000002,2,-0.00000002,X
15/04/2020,16:50:50,DICE,LO,7390,0.00000002,2,-0.00000002,X
15/04/2020,16:50:49,DICE,HI,4119,0.00000002,2,-0.00000002,X
15/04/2020,16:50:47,DICE,HI,6971,0.00000002,2,0.00000002,X
15/04/2020,16:50:45,DICE,LO,5493,0.00000002,2,-0.00000002,X
15/04/2020,16:50:42,DICE,HI,2121,0.00000002,2,-0.00000002,X
15/04/2020,16:50:40,DICE,LO,8647,0.00000002,2,-0.00000002,X
15/04/2020,16:50:39,DICE,LO,2302,0.00000002,2,0.00000002,X
15/04/2020,16:50:37,DICE,LO,1989,0.00000002,2,0.00000002,X
15/04/2020,16:50:36,DICE,LO,5240,0.00000002,2,-0.00000002,X
15/04/2020,16:50:34,DICE,LO,6591,0.00000002,2,-0.00000002,X
15/04/2020,16:50:32,DICE,LO,9253,0.00000002,2,-0.00000002,X
15/04/2020,16:25:31,FREE, ,106,0,0,0.00000028, 
15/04/2020,15:05:41,DICE,LO,4393,0.00000001,2,0.00000001,X
15/04/2020,15:05:40,DICE,HI,478,0.00000001,2,-0.00000001,X
15/04/2020,15:05:38,DICE,HI,5815,0.00000001,2,0.00000001,X
15/04/2020,15:05:36,DICE,LO,5552,0.00000001,2,-0.00000001,X
15/04/2020,15:05:33,DICE,HI,7444,0.00000001,2,0.00000001,X
15/04/2020,15:05:32,DICE,LO,1597,0.00000001,2,0.00000001,X
15/04/2020,15:05:30,DICE,LO,9027,0.00000001,2,-0.00000001,X
15/04/2020,15:05:28,DICE,LO,9361,0.00000001,2,-0.00000001,X
15/04/2020,15:05:27,DICE,HI,9285,0.00000001,2,0.00000001,X
15/04/2020,15:05:25,DICE,HI,7205,0.00000001,2,0.00000001,X
15/04/2020,15:05:24,DICE,LO,6125,0.00000001,2,-0.00000001,X
15/04/2020,15:05:22,DICE,HI,5428,0.00000001,2,0.00000001,X
15/04/2020,15:05:20,DICE,LO,5650,0.00000001,2,-0.00000001,X
15/04/2020,15:05:19,DICE,LO,5589,0.00000001,2,-0.00000001,X
15/04/2020,15:05:14,DICE,LO,1445,0.00000001,2,0.00000001,X
15/04/2020,15:05:11,DICE,HI,3076,0.00000001,2,-0.00000001,X
15/04/2020,15:05:10,DICE,HI,3853,0.00000001,2,-0.00000001,X
15/04/2020,15:05:08,DICE,HI,6640,0.00000001,2,0.00000001,X
15/04/2020,15:05:06,DICE,HI,2848,0.00000001,2,-0.00000001,X
15/04/2020,15:05:05,DICE,LO,3186,0.00000001,2,0.00000001,X
15/04/2020,15:04:49,FREE, ,7222,0,0,0.00000028, 
15/04/2020,13:02:25,FREE, ,9252,0,0,0.00000028, 
15/04/2020,12:51:41,DICE,LO,7342,0.00000001,2,-0.00000001,X
15/04/2020,12:51:38,DICE,LO,263,0.00000001,2,0.00000001,X
15/04/2020,12:51:36,DICE,LO,1963,0.00000001,2,0.00000001,X
15/04/2020,12:51:34,DICE,HI,1401,0.00000001,2,-0.00000001,X
15/04/2020,12:51:29,DICE,HI,7743,0.00000001,2,0.00000001,X
15/04/2020,12:51:26,DICE,HI,7008,0.00000001,2,0.00000001,X
15/04/2020,12:51:24,DICE,LO,9278,0.00000001,2,-0.00000001,X
15/04/2020,12:51:21,DICE,LO,1189,0.00000001,2,0.00000001,X
15/04/2020,12:51:17,DICE,HI,2356,0.00000001,2,-0.00000001,X
15/04/2020,12:51:15,DICE,HI,7929,0.00000001,2,0.00000001,X
15/04/2020,12:51:12,DICE,LO,8426,0.00000001,2,-0.00000001,X
15/04/2020,12:51:10,DICE,HI,5385,0.00000001,2,0.00000001,X
15/04/2020,12:51:08,DICE,HI,6923,0.00000001,2,0.00000001,X
15/04/2020,12:51:06,DICE,HI,1837,0.00000001,2,-0.00000001,X
15/04/2020,12:51:02,DICE,LO,8176,0.00000001,2,-0.00000001,X
15/04/2020,12:50:59,DICE,HI,9767,0.00000001,2,0.00000001,X
