DATE,TIME,GAME,BET,ROLL,STAKE,MULT,PROFIT,JPOT
20/04/2020,0:14:29,DICE,LO,4124,0.00000016,2,0.00000016,X
20/04/2020,0:14:28,DICE,LO,8898,0.00000016,2,-0.00000016,X
20/04/2020,0:14:26,DICE,LO,8217,0.00000016,2,-0.00000016,X
20/04/2020,0:14:24,DICE,HI,896,0.00000016,2,-0.00000016,X
20/04/2020,0:14:22,DICE,LO,9035,0.00000016,2,-0.00000016,X
20/04/2020,0:14:20,DICE,LO,5294,0.00000016,2,-0.00000016,X
20/04/2020,0:14:19,DICE,HI,173,0.00000016,2,-0.00000016,X
20/04/2020,0:14:17,DICE,LO,1281,0.00000016,2,0.00000016,X
20/04/2020,0:14:16,DICE,LO,1597,0.00000016,2,0.00000016,X
20/04/2020,0:14:15,DICE,HI,3101,0.00000016,2,-0.00000016,X
20/04/2020,0:14:13,DICE,LO,3807,0.00000016,2,0.00000016,X
20/04/2020,0:14:11,DICE,HI,5846,0.00000016,2,0.00000016,X
20/04/2020,0:14:09,DICE,HI,6845,0.00000016,2,0.00000016,X
20/04/2020,0:14:07,DICE,LO,4466,0.00000016,2,0.00000016,X
20/04/2020,0:14:05,DICE,HI,6608,0.00000016,2,0.00000016,X
20/04/2020,0:14:04,DICE,HI,2097,0.00000016,2,-0.00000016,X
20/04/2020,0:14:03,DICE,HI,1537,0.00000016,2,-0.00000016,X
20/04/2020,0:14:02,DICE,LO,6223,0.00000016,2,-0.00000016,X
20/04/2020,0:14:00,DICE,LO,376,0.00000016,2,0.00000016,X
20/04/2020,0:13:57,DICE,LO,6068,0.00000016,2,-0.00000016,X
20/04/2020,0:13:56,DICE,HI,2616,0.00000016,2,-0.00000016,X
20/04/2020,0:13:55,DICE,HI,1929,0.00000016,2,-0.00000016,X
20/04/2020,0:13:53,DICE,LO,5228,0.00000016,2,-0.00000016,X
20/04/2020,0:13:51,DICE,HI,2023,0.00000016,2,-0.00000016,X
20/04/2020,0:13:50,DICE,HI,6091,0.00000016,2,0.00000016,X
20/04/2020,0:13:48,DICE,LO,5202,0.00000016,2,-0.00000016,X
20/04/2020,0:13:46,DICE,HI,1692,0.00000016,2,-0.00000016,X
20/04/2020,0:13:44,DICE,HI,8759,0.00000016,2,0.00000016,X
20/04/2020,0:13:42,DICE,HI,4647,0.00000016,2,-0.00000016,X
20/04/2020,0:13:41,DICE,LO,9450,0.00000016,2,-0.00000016,X
20/04/2020,0:13:39,DICE,HI,9658,0.00000016,2,0.00000016,X
20/04/2020,0:13:38,DICE,HI,2210,0.00000016,2,-0.00000016,X
20/04/2020,0:13:37,DICE,HI,686,0.00000016,2,-0.00000016,X
20/04/2020,0:13:35,DICE,HI,4369,0.00000016,2,-0.00000016,X
20/04/2020,0:13:34,DICE,HI,1491,0.00000016,2,-0.00000016,X
20/04/2020,0:13:07,DICE,LO,884,0.00000016,2,0.00000016,X
20/04/2020,0:13:06,DICE,LO,1372,0.00000016,2,0.00000016,X
20/04/2020,0:13:05,DICE,LO,5779,0.00000016,2,-0.00000016,X
20/04/2020,0:13:04,DICE,HI,149,0.00000016,2,-0.00000016,X
20/04/2020,0:13:02,DICE,LO,8403,0.00000016,2,-0.00000016,X
20/04/2020,0:13:01,DICE,LO,5233,0.00000016,2,-0.00000016,X
20/04/2020,0:12:59,DICE,LO,6198,0.00000016,2,-0.00000016,X
20/04/2020,0:12:40,DICE,LO,4487,0.00000001,2,0.00000001,X
20/04/2020,0:12:38,DICE,HI,7357,0.00000001,2,0.00000001,X
20/04/2020,0:12:36,DICE,HI,8333,0.00000001,2,0.00000001,X
20/04/2020,0:12:33,DICE,LO,1156,0.00000001,2,0.00000001,X
20/04/2020,0:12:23,DICE,LO,1374,0.00000001,2,0.00000001,X
20/04/2020,0:12:20,DICE,LO,7580,0.00000001,2,-0.00000001,X
20/04/2020,0:12:19,DICE,LO,4879,0.00000001,2,-0.00000001,X
20/04/2020,0:12:17,DICE,LO,7142,0.00000001,2,-0.00000001,X
20/04/2020,0:12:16,DICE,LO,1718,0.00000001,2,0.00000001,X
20/04/2020,0:12:14,DICE,HI,2639,0.00000001,2,-0.00000001,X
20/04/2020,0:12:12,DICE,LO,8104,0.00000001,2,-0.00000001,X
20/04/2020,0:12:10,DICE,HI,9003,0.00000001,2,0.00000001,X
20/04/2020,0:12:09,DICE,HI,6704,0.00000001,2,0.00000001,X
20/04/2020,0:12:07,DICE,LO,606,0.00000001,2,0.00000001,X
20/04/2020,0:12:05,DICE,HI,7389,0.00000001,2,0.00000001,X
20/04/2020,0:12:04,DICE,HI,6420,0.00000001,2,0.00000001,X
20/04/2020,0:12:03,DICE,LO,3029,0.00000001,2,0.00000001,X
20/04/2020,0:12:01,DICE,HI,3604,0.00000001,2,-0.00000001,X
20/04/2020,0:12:00,DICE,HI,4714,0.00000001,2,-0.00000001,X
20/04/2020,0:11:58,DICE,HI,5358,0.00000001,2,0.00000001,X
20/04/2020,0:11:57,DICE,HI,8964,0.00000001,2,0.00000001,X
20/04/2020,0:11:55,DICE,HI,7940,0.00000001,2,0.00000001,X
20/04/2020,0:11:54,DICE,LO,7827,0.00000001,2,-0.00000001,X
20/04/2020,0:11:52,DICE,HI,987,0.00000001,2,-0.00000001,X
20/04/2020,0:11:50,DICE,HI,2645,0.00000001,2,-0.00000001,X
20/04/2020,0:11:48,DICE,LO,5182,0.00000001,2,-0.00000001,X
20/04/2020,0:11:47,DICE,HI,6288,0.00000001,2,0.00000001,X
20/04/2020,0:11:46,DICE,HI,5809,0.00000001,2,0.00000001,X
20/04/2020,0:11:44,DICE,LO,9611,0.00000001,2,-0.00000001,X
20/04/2020,0:11:43,DICE,LO,2311,0.00000001,2,0.00000001,X
20/04/2020,0:11:41,DICE,HI,8905,0.00000001,2,0.00000001,X
20/04/2020,0:11:39,DICE,HI,3024,0.00000001,2,-0.00000001,X
20/04/2020,0:11:38,DICE,HI,9534,0.00000001,2,0.00000001,X
20/04/2020,0:11:37,DICE,HI,744,0.00000001,2,-0.00000001,X
20/04/2020,0:11:36,DICE,LO,9368,0.00000001,2,-0.00000001,X
20/04/2020,0:11:33,DICE,HI,8096,0.00000001,2,0.00000001,X
20/04/2020,0:11:31,DICE,HI,6170,0.00000001,2,0.00000001,X
20/04/2020,0:11:29,DICE,HI,6176,0.00000001,2,0.00000001,X
20/04/2020,0:11:28,DICE,HI,6002,0.00000001,2,0.00000001,X
20/04/2020,0:11:27,DICE,LO,5234,0.00000001,2,-0.00000001,X
20/04/2020,0:11:25,DICE,HI,2313,0.00000001,2,-0.00000001,X
20/04/2020,0:11:24,DICE,LO,2395,0.00000001,2,0.00000001,X
20/04/2020,0:11:21,DICE,HI,9060,0.00000001,2,0.00000001,X
20/04/2020,0:11:20,DICE,HI,8788,0.00000001,2,0.00000001,X
20/04/2020,0:11:19,DICE,HI,5561,0.00000001,2,0.00000001,X
20/04/2020,0:11:18,DICE,LO,8078,0.00000001,2,-0.00000001,X
20/04/2020,0:11:17,DICE,HI,5945,0.00000001,2,0.00000001,X
20/04/2020,0:11:15,DICE,HI,1505,0.00000001,2,-0.00000001,X
20/04/2020,0:11:13,DICE,HI,7552,0.00000001,2,0.00000001,X
20/04/2020,0:11:12,DICE,HI,2111,0.00000001,2,-0.00000001,X
20/04/2020,0:11:12,DICE,HI,4920,0.00000001,2,-0.00000001,X
20/04/2020,0:11:10,DICE,LO,6760,0.00000001,2,-0.00000001,X
20/04/2020,0:11:09,DICE,HI,2200,0.00000001,2,-0.00000001,X
20/04/2020,0:11:08,DICE,HI,5994,0.00000001,2,0.00000001,X
20/04/2020,0:11:06,DICE,HI,4901,0.00000001,2,-0.00000001,X
20/04/2020,0:11:05,DICE,HI,8214,0.00000001,2,0.00000001,X
20/04/2020,0:11:04,DICE,HI,824,0.00000001,2,-0.00000001,X
20/04/2020,0:11:02,DICE,HI,8582,0.00000001,2,0.00000001,X
20/04/2020,0:11:01,DICE,LO,3959,0.00000001,2,0.00000001,X
20/04/2020,0:11:00,DICE,LO,194,0.00000001,2,0.00000001,X
20/04/2020,0:10:58,DICE,HI,4598,0.00000001,2,-0.00000001,X
20/04/2020,0:10:57,DICE,HI,7895,0.00000001,2,0.00000001,X
20/04/2020,0:10:56,DICE,HI,8734,0.00000001,2,0.00000001,X
20/04/2020,0:10:55,DICE,HI,2876,0.00000001,2,-0.00000001,X
20/04/2020,0:10:53,DICE,HI,710,0.00000001,2,-0.00000001,X
20/04/2020,0:10:52,DICE,HI,9724,0.00000001,2,0.00000001,X
20/04/2020,0:10:51,DICE,HI,2415,0.00000001,2,-0.00000001,X
20/04/2020,0:10:50,DICE,LO,9217,0.00000001,2,-0.00000001,X
20/04/2020,0:10:49,DICE,LO,7429,0.00000001,2,-0.00000001,X
20/04/2020,0:10:47,DICE,LO,9822,0.00000001,2,-0.00000001,X
20/04/2020,0:10:46,DICE,LO,3407,0.00000001,2,0.00000001,X
20/04/2020,0:10:44,DICE,HI,5522,0.00000001,2,0.00000001,X
20/04/2020,0:10:42,DICE,LO,2064,0.00000001,2,0.00000001,X
20/04/2020,0:10:40,DICE,HI,8514,0.00000001,2,0.00000001,X
20/04/2020,0:10:39,DICE,HI,3346,0.00000001,2,-0.00000001,X
20/04/2020,0:10:38,DICE,LO,5233,0.00000001,2,-0.00000001,X
20/04/2020,0:10:36,DICE,HI,2251,0.00000001,2,-0.00000001,X
20/04/2020,0:10:35,DICE,HI,6133,0.00000001,2,0.00000001,X
20/04/2020,0:10:34,DICE,LO,8371,0.00000001,2,-0.00000001,X
20/04/2020,0:10:33,DICE,HI,2030,0.00000001,2,-0.00000001,X
20/04/2020,0:10:31,DICE,HI,3066,0.00000001,2,-0.00000001,X
20/04/2020,0:10:29,DICE,HI,4504,0.00000001,2,-0.00000001,X
20/04/2020,0:10:27,DICE,HI,1917,0.00000001,2,-0.00000001,X
20/04/2020,0:10:26,DICE,HI,6769,0.00000001,2,0.00000001,X
20/04/2020,0:10:25,DICE,LO,3322,0.00000001,2,0.00000001,X
20/04/2020,0:10:23,DICE,LO,2446,0.00000001,2,0.00000001,X
20/04/2020,0:10:21,DICE,HI,6790,0.00000001,2,0.00000001,X
20/04/2020,0:10:07,FREE, ,1791,0,0,0.00000025, 
19/04/2020,18:27:09,DICE,HI,9874,0.00000001,2,0.00000001,X
19/04/2020,18:27:08,DICE,LO,7923,0.00000001,2,-0.00000001,X
19/04/2020,18:27:06,DICE,HI,1132,0.00000001,2,-0.00000001,X
19/04/2020,18:27:05,DICE,HI,8771,0.00000001,2,0.00000001,X
19/04/2020,18:27:03,DICE,HI,3720,0.00000001,2,-0.00000001,X
19/04/2020,18:27:02,DICE,HI,9393,0.00000001,2,0.00000001,X
19/04/2020,18:27:01,DICE,LO,8780,0.00000001,2,-0.00000001,X
19/04/2020,18:26:59,DICE,HI,2751,0.00000001,2,-0.00000001,X
19/04/2020,18:26:57,DICE,HI,7580,0.00000001,2,0.00000001,X
19/04/2020,18:26:56,DICE,HI,4164,0.00000001,2,-0.00000001,X
19/04/2020,18:26:54,DICE,LO,9068,0.00000001,2,-0.00000001,X
19/04/2020,18:26:52,DICE,HI,8841,0.00000001,2,0.00000001,X
19/04/2020,18:26:50,DICE,HI,9785,0.00000001,2,0.00000001,X
19/04/2020,18:26:49,DICE,HI,2358,0.00000001,2,-0.00000001,X
19/04/2020,18:26:47,DICE,HI,4972,0.00000001,2,-0.00000001,X
19/04/2020,18:26:45,DICE,LO,7034,0.00000001,2,-0.00000001,X
19/04/2020,18:26:42,DICE,HI,3538,0.00000001,2,-0.00000001,X
19/04/2020,18:26:40,DICE,LO,4572,0.00000001,2,0.00000001,X
19/04/2020,18:26:38,DICE,LO,4514,0.00000001,2,0.00000001,X
19/04/2020,18:26:37,DICE,HI,4053,0.00000001,2,-0.00000001,X
19/04/2020,18:26:35,DICE,HI,6411,0.00000001,2,0.00000001,X
16/04/2020,0:55:58,DICE,LO,7587,0.00000001,2,-0.00000001,X
16/04/2020,0:55:56,DICE,LO,149,0.00000001,2,0.00000001,X
16/04/2020,0:55:54,DICE,LO,1058,0.00000001,2,0.00000001,X
16/04/2020,0:55:51,DICE,LO,3058,0.00000001,2,0.00000001,X
16/04/2020,0:55:49,DICE,LO,1304,0.00000001,2,0.00000001,X
16/04/2020,0:55:47,DICE,LO,1438,0.00000001,2,0.00000001,X
16/04/2020,0:55:46,DICE,LO,8334,0.00000001,2,-0.00000001,X
16/04/2020,0:55:44,DICE,LO,9010,0.00000001,2,-0.00000001,X
16/04/2020,0:55:41,DICE,HI,9416,0.00000001,2,0.00000001,X
16/04/2020,0:55:39,DICE,HI,9212,0.00000001,2,0.00000001,X
16/04/2020,0:55:38,DICE,HI,5540,0.00000001,2,0.00000001,X
16/04/2020,0:55:36,DICE,LO,7369,0.00000001,2,-0.00000001,X
16/04/2020,0:55:35,DICE,LO,3002,0.00000001,2,0.00000001,X
16/04/2020,0:55:33,DICE,HI,3917,0.00000001,2,-0.00000001,X
16/04/2020,0:55:31,DICE,HI,6726,0.00000001,2,0.00000001,X
16/04/2020,0:55:30,DICE,HI,7436,0.00000001,2,0.00000001,X
16/04/2020,0:55:28,DICE,HI,4757,0.00000001,2,-0.00000001,X
16/04/2020,0:55:26,DICE,HI,6246,0.00000001,2,0.00000001,X
16/04/2020,0:55:25,DICE,HI,22,0.00000001,2,-0.00000001,X
16/04/2020,0:55:23,DICE,HI,3434,0.00000001,2,-0.00000001,X
16/04/2020,0:55:22,DICE,HI,1300,0.00000001,2,-0.00000001,X
16/04/2020,0:55:20,DICE,LO,5054,0.00000001,2,-0.00000001,X
16/04/2020,0:55:18,DICE,HI,3443,0.00000001,2,-0.00000001,X
16/04/2020,0:55:16,DICE,HI,9987,0.00000001,2,0.00000001,X
16/04/2020,0:55:15,DICE,LO,8361,0.00000001,2,-0.00000001,X
16/04/2020,0:55:12,DICE,HI,6136,0.00000001,2,0.00000001,X
16/04/2020,0:55:09,DICE,HI,9879,0.00000001,2,0.00000001,X
16/04/2020,0:55:08,DICE,HI,4922,0.00000001,2,-0.00000001,X
16/04/2020,0:54:49,DICE,HI,5605,0.00000001,2,0.00000001,X
16/04/2020,0:54:47,DICE,HI,1429,0.00000001,2,-0.00000001,X
16/04/2020,0:54:46,DICE,HI,2967,0.00000001,2,-0.00000001,X
16/04/2020,0:54:45,DICE,LO,9130,0.00000001,2,-0.00000001,X
16/04/2020,0:54:43,DICE,HI,4481,0.00000001,2,-0.00000001,X
16/04/2020,0:54:42,DICE,LO,5646,0.00000001,2,-0.00000001,X
16/04/2020,0:54:39,DICE,LO,9265,0.00000001,2,-0.00000001,X
16/04/2020,0:54:37,DICE,LO,4672,0.00000001,2,0.00000001,X
16/04/2020,0:54:36,DICE,LO,1291,0.00000001,2,0.00000001,X
16/04/2020,0:54:35,DICE,HI,3158,0.00000001,2,-0.00000001,X
16/04/2020,0:54:33,DICE,LO,3999,0.00000001,2,0.00000001,X
16/04/2020,0:54:31,DICE,LO,2583,0.00000001,2,0.00000001,X
16/04/2020,0:54:29,DICE,HI,2636,0.00000001,2,-0.00000001,X
16/04/2020,0:54:28,DICE,HI,4174,0.00000001,2,-0.00000001,X
16/04/2020,0:54:25,DICE,HI,4244,0.00000001,2,-0.00000001,X
16/04/2020,0:54:23,DICE,LO,3880,0.00000001,2,0.00000001,X
16/04/2020,0:54:21,DICE,LO,751,0.00000001,2,0.00000001,X
16/04/2020,0:54:19,DICE,LO,1055,0.00000001,2,0.00000001,X
16/04/2020,0:54:17,DICE,HI,2994,0.00000001,2,-0.00000001,X
16/04/2020,0:54:14,DICE,HI,8268,0.00000001,2,0.00000001,X
16/04/2020,0:54:12,DICE,HI,5539,0.00000001,2,0.00000001,X
16/04/2020,0:54:11,DICE,LO,5303,0.00000001,2,-0.00000001,X
16/04/2020,0:54:09,DICE,HI,1021,0.00000001,2,-0.00000001,X
16/04/2020,0:54:06,DICE,HI,8674,0.00000001,2,0.00000001,X
16/04/2020,0:54:05,DICE,HI,7169,0.00000001,2,0.00000001,X
16/04/2020,0:54:03,DICE,LO,5964,0.00000001,2,-0.00000001,X
16/04/2020,0:54:01,DICE,HI,4963,0.00000001,2,-0.00000001,X
16/04/2020,0:54:00,DICE,HI,263,0.00000001,2,-0.00000001,X
16/04/2020,0:53:58,DICE,HI,9501,0.00000001,2,0.00000001,X
16/04/2020,0:53:56,DICE,LO,3278,0.00000001,2,0.00000001,X
16/04/2020,0:53:54,DICE,LO,2215,0.00000001,2,0.00000001,X
16/04/2020,0:53:52,DICE,HI,1397,0.00000001,2,-0.00000001,X
16/04/2020,0:53:50,DICE,LO,1379,0.00000001,2,0.00000001,X
16/04/2020,0:53:48,DICE,LO,1799,0.00000001,2,0.00000001,X
16/04/2020,0:53:41,DICE,HI,1004,0.00000001,2,-0.00000001,X
16/04/2020,0:53:40,DICE,HI,1738,0.00000001,2,-0.00000001,X
16/04/2020,0:53:39,DICE,HI,1140,0.00000001,2,-0.00000001,X
16/04/2020,0:53:35,DICE,LO,4243,0.00000001,2,0.00000001,X
16/04/2020,0:52:50,DICE,HI,217,0.00000001,2,-0.00000001,X
16/04/2020,0:51:35,DICE,HI,9048,0.00000002,2,0.00000002,X
16/04/2020,0:51:03,DICE,HI,5158,0.00000002,2,-0.00000002,X
16/04/2020,0:50:51,DICE,HI,8448,0.00000002,2,0.00000002,X
16/04/2020,0:50:46,DICE,HI,3576,0.00000002,2,-0.00000002,X
16/04/2020,0:50:44,DICE,LO,7755,0.00000002,2,-0.00000002,X
16/04/2020,0:50:42,DICE,LO,3230,0.00000002,2,0.00000002,X
16/04/2020,0:50:41,DICE,LO,7895,0.00000002,2,-0.00000002,X
16/04/2020,0:50:37,DICE,LO,6588,0.00000002,2,-0.00000002,X
16/04/2020,0:49:52,DICE,HI,201,0.00000002,2,-0.00000002,X
16/04/2020,0:49:40,DICE,LO,6681,0.00000002,2,-0.00000002,X
16/04/2020,0:49:35,DICE,LO,7334,0.00000002,2,-0.00000002,X
16/04/2020,0:49:33,DICE,HI,3349,0.00000002,2,-0.00000002,X
16/04/2020,0:49:32,DICE,HI,6812,0.00000002,2,0.00000002,X
16/04/2020,0:49:27,DICE,HI,4075,0.00000002,2,-0.00000002,X
16/04/2020,0:49:19,DICE,LO,4267,0.00000001,2,0.00000001,X
16/04/2020,0:49:12,DICE,LO,6941,0.00000001,2,-0.00000001,X
16/04/2020,0:49:09,DICE,LO,8282,0.00000001,2,-0.00000001,X
16/04/2020,0:48:59,DICE,LO,5271,0.00000001,2,-0.00000001,X
16/04/2020,0:48:50,DICE,LO,7968,0.00000001,2,-0.00000001,X
16/04/2020,0:44:15,FREE, ,5300,0,0,0.00000028, 
15/04/2020,22:51:19,DICE,HI,9309,0.00000001,2,0.00000001,X
15/04/2020,22:51:12,DICE,LO,2451,0.00000002,2,0.00000002,X
15/04/2020,22:51:09,DICE,LO,3556,0.00000002,2,0.00000002,X
15/04/2020,22:51:08,DICE,LO,1876,0.00000002,2,0.00000002,X
15/04/2020,22:51:06,DICE,LO,3751,0.00000002,2,0.00000002,X
15/04/2020,22:51:05,DICE,LO,9433,0.00000002,2,-0.00000002,X
15/04/2020,22:51:03,DICE,LO,2848,0.00000002,2,0.00000002,X
15/04/2020,22:51:01,DICE,LO,1423,0.00000002,2,0.00000002,X
15/04/2020,22:50:59,DICE,LO,6712,0.00000002,2,-0.00000002,X
15/04/2020,22:50:57,DICE,LO,454,0.00000002,2,0.00000002,X
15/04/2020,22:50:53,DICE,LO,65,0.00000001,2,0.00000001,X
15/04/2020,22:50:51,DICE,LO,8373,0.00000001,2,-0.00000001,X
15/04/2020,22:50:50,DICE,LO,8993,0.00000001,2,-0.00000001,X
15/04/2020,22:50:48,DICE,HI,2457,0.00000001,2,-0.00000001,X
15/04/2020,22:50:47,DICE,LO,6063,0.00000001,2,-0.00000001,X
15/04/2020,22:50:45,DICE,LO,4620,0.00000001,2,0.00000001,X
15/04/2020,22:50:44,DICE,LO,9579,0.00000001,2,-0.00000001,X
15/04/2020,22:50:42,DICE,LO,3176,0.00000001,2,0.00000001,X
15/04/2020,22:50:40,DICE,LO,2955,0.00000001,2,0.00000001,X
15/04/2020,22:50:38,DICE,HI,6086,0.00000001,2,0.00000001,X
15/04/2020,22:50:37,DICE,HI,3729,0.00000001,2,-0.00000001,X
15/04/2020,22:50:35,DICE,HI,6808,0.00000001,2,0.00000001,X
15/04/2020,22:50:32,DICE,HI,8141,0.00000001,2,0.00000001,X
15/04/2020,22:50:28,DICE,HI,6077,0.00000001,2,0.00000001,X
15/04/2020,22:50:26,DICE,HI,396,0.00000001,2,-0.00000001,X
15/04/2020,22:50:24,DICE,LO,6874,0.00000001,2,-0.00000001,X
15/04/2020,22:50:23,DICE,LO,9931,0.00000001,2,-0.00000001,X
15/04/2020,22:50:21,DICE,HI,1713,0.00000001,2,-0.00000001,X
15/04/2020,22:50:20,DICE,LO,6293,0.00000001,2,-0.00000001,X
15/04/2020,22:50:18,DICE,LO,9693,0.00000001,2,-0.00000001,X
15/04/2020,22:50:15,DICE,HI,7168,0.00000001,2,0.00000001,X
15/04/2020,22:50:15,DICE,HI,2848,0.00000001,2,-0.00000001,X
15/04/2020,22:50:13,DICE,HI,884,0.00000001,2,-0.00000001,X
15/04/2020,22:50:12,DICE,HI,9182,0.00000001,2,0.00000001,X
15/04/2020,22:50:10,DICE,LO,7042,0.00000001,2,-0.00000001,X
15/04/2020,22:50:09,DICE,LO,7818,0.00000001,2,-0.00000001,X
15/04/2020,22:50:04,DICE,LO,3276,0.00000001,2,0.00000001,X
15/04/2020,22:50:02,DICE,LO,9061,0.00000001,2,-0.00000001,X
15/04/2020,22:50:00,DICE,HI,463,0.00000001,2,-0.00000001,X
15/04/2020,22:49:56,DICE,HI,9383,0.00000001,2,0.00000001,X
15/04/2020,22:49:55,DICE,HI,3604,0.00000001,2,-0.00000001,X
15/04/2020,22:49:53,DICE,LO,7294,0.00000001,2,-0.00000001,X
15/04/2020,22:49:51,DICE,LO,5907,0.00000001,2,-0.00000001,X
15/04/2020,22:49:48,DICE,LO,3885,0.00000002,2,0.00000002,X
15/04/2020,22:49:46,DICE,LO,1294,0.00000002,2,0.00000002,X
15/04/2020,22:49:43,DICE,HI,6398,0.00000002,2,0.00000002,X
15/04/2020,22:49:41,DICE,HI,5194,0.00000002,2,-0.00000002,X
15/04/2020,22:49:40,DICE,HI,5787,0.00000002,2,0.00000002,X
15/04/2020,22:49:38,DICE,HI,7794,0.00000002,2,0.00000002,X
15/04/2020,22:49:36,DICE,LO,5446,0.00000002,2,-0.00000002,X
15/04/2020,22:49:34,DICE,HI,1915,0.00000002,2,-0.00000002,X
15/04/2020,22:49:32,DICE,HI,4026,0.00000002,2,-0.00000002,X
15/04/2020,22:49:31,DICE,HI,4414,0.00000002,2,-0.00000002,X
15/04/2020,22:49:29,DICE,HI,9553,0.00000002,2,0.00000002,X
15/04/2020,22:49:28,DICE,HI,4770,0.00000002,2,-0.00000002,X
15/04/2020,22:49:27,DICE,HI,8893,0.00000002,2,0.00000002,X
15/04/2020,22:49:26,DICE,HI,3388,0.00000002,2,-0.00000002,X
15/04/2020,22:49:24,DICE,LO,8309,0.00000002,2,-0.00000002,X
15/04/2020,22:49:21,DICE,LO,3349,0.00000002,2,0.00000002,X
15/04/2020,22:49:19,DICE,LO,5709,0.00000002,2,-0.00000002,X
15/04/2020,22:49:06,DICE,LO,4726,0.00000001,2,0.00000001,X
15/04/2020,22:48:55,DICE,HI,9859,0.00000001,2,0.00000001,X
15/04/2020,22:48:46,DICE,LO,842,0.00000002,2,0.00000002,X
15/04/2020,22:48:39,DICE,HI,7885,0.00000001,2,0.00000001,X
15/04/2020,22:48:32,DICE,LO,2573,0.00000002,2,0.00000002,X
15/04/2020,22:48:24,DICE,HI,3351,0.00000001,2,-0.00000001,X
15/04/2020,22:48:22,DICE,HI,7548,0.00000001,2,0.00000001,X
15/04/2020,22:48:21,DICE,HI,5417,0.00000001,2,0.00000001,X
15/04/2020,22:48:19,DICE,LO,6523,0.00000001,2,-0.00000001,X
15/04/2020,22:48:17,DICE,LO,1740,0.00000001,2,0.00000001,X
15/04/2020,22:48:16,DICE,HI,5407,0.00000001,2,0.00000001,X
15/04/2020,22:48:15,DICE,HI,658,0.00000001,2,-0.00000001,X
15/04/2020,22:48:12,DICE,HI,9460,0.00000001,2,0.00000001,X
15/04/2020,22:48:11,DICE,LO,4662,0.00000001,2,0.00000001,X
15/04/2020,22:48:09,DICE,LO,3122,0.00000001,2,0.00000001,X
15/04/2020,22:48:07,DICE,HI,2847,0.00000001,2,-0.00000001,X
15/04/2020,22:48:06,DICE,LO,3443,0.00000001,2,0.00000001,X
15/04/2020,22:48:04,DICE,LO,2205,0.00000001,2,0.00000001,X
15/04/2020,22:48:02,DICE,HI,4980,0.00000001,2,-0.00000001,X
15/04/2020,22:48:01,DICE,HI,6705,0.00000001,2,0.00000001,X
15/04/2020,22:47:59,DICE,LO,8053,0.00000001,2,-0.00000001,X
15/04/2020,22:47:57,DICE,HI,9804,0.00000001,2,0.00000001,X
15/04/2020,22:47:55,DICE,HI,5314,0.00000001,2,0.00000001,X
15/04/2020,22:47:53,DICE,HI,3072,0.00000001,2,-0.00000001,X
15/04/2020,22:47:52,DICE,HI,7522,0.00000001,2,0.00000001,X
15/04/2020,22:47:51,DICE,HI,8164,0.00000001,2,0.00000001,X
15/04/2020,22:47:50,DICE,HI,684,0.00000001,2,-0.00000001,X
15/04/2020,22:47:47,DICE,HI,1853,0.00000001,2,-0.00000001,X
15/04/2020,22:47:44,DICE,LO,9120,0.00000001,2,-0.00000001,X
15/04/2020,22:47:41,DICE,LO,4759,0.00000001,2,-0.00000001,X
15/04/2020,22:47:40,DICE,LO,1031,0.00000001,2,0.00000001,X
15/04/2020,22:47:38,DICE,LO,4119,0.00000001,2,0.00000001,X
15/04/2020,22:47:37,DICE,HI,261,0.00000001,2,-0.00000001,X
15/04/2020,22:47:35,DICE,LO,5743,0.00000001,2,-0.00000001,X
15/04/2020,22:47:33,DICE,LO,3,0.00000001,2,0.00000001,X
15/04/2020,22:47:30,DICE,HI,3096,0.00000001,2,-0.00000001,X
15/04/2020,22:47:28,DICE,HI,6258,0.00000001,2,0.00000001,X
15/04/2020,22:47:27,DICE,HI,8356,0.00000001,2,0.00000001,X
15/04/2020,22:47:25,DICE,HI,3819,0.00000001,2,-0.00000001,X
15/04/2020,22:47:23,DICE,HI,7509,0.00000001,2,0.00000001,X
15/04/2020,22:47:20,DICE,HI,5996,0.00000001,2,0.00000001,X
15/04/2020,22:46:43,FREE, ,7724,0,0,0.00000027, 
15/04/2020,21:35:02,FREE, ,8903,0,0,0.00000027, 
15/04/2020,21:11:00,DICE,HI,6397,0.00000001,2,0.00000001,X
15/04/2020,21:10:58,DICE,HI,8783,0.00000001,2,0.00000001,X
15/04/2020,21:10:57,DICE,HI,9655,0.00000001,2,0.00000001,X
15/04/2020,21:10:56,DICE,HI,2515,0.00000001,2,-0.00000001,X
15/04/2020,21:10:55,DICE,HI,6720,0.00000001,2,0.00000001,X
15/04/2020,21:10:54,DICE,HI,5552,0.00000001,2,0.00000001,X
15/04/2020,21:10:52,DICE,HI,4282,0.00000001,2,-0.00000001,X
15/04/2020,21:10:49,DICE,HI,7996,0.00000001,2,0.00000001,X
15/04/2020,20:43:41,DICE,LO,3384,0.00000001,2,0.00000001,X
15/04/2020,20:43:36,DICE,LO,4176,0.00000001,2,0.00000001,X
15/04/2020,20:43:34,DICE,LO,2014,0.00000001,2,0.00000001,X
15/04/2020,20:43:32,DICE,HI,4469,0.00000001,2,-0.00000001,X
15/04/2020,20:43:31,DICE,HI,7635,0.00000001,2,0.00000001,X
