14/04/2020,23:49:30,DICE,LO,2641,0.00000001,2,0.00000001,X
14/04/2020,23:49:15,FREE, ,8843,0,0,0.00000027, 
14/04/2020,23:06:29,DICE,HI,4228,0.00000003,3,-0.00000003,X
14/04/2020,23:06:28,DICE,HI,474,0.00000003,3,-0.00000003,X
14/04/2020,23:06:28,DICE,HI,4203,0.00000003,2,-0.00000003,X
14/04/2020,23:06:27,DICE,HI,8926,0.00000003,3,0.00000006,X
14/04/2020,23:06:27,DICE,HI,2179,0.00000003,2,-0.00000003,X
14/04/2020,23:06:27,DICE,HI,6887,0.00000003,2,0.00000003,X
14/04/2020,23:06:26,DICE,HI,9730,0.00000003,3,0.00000006,X
14/04/2020,23:06:26,DICE,HI,1650,0.00000003,2,-0.00000003,X
14/04/2020,23:06:25,DICE,HI,8510,0.00000003,3,0.00000006,X
14/04/2020,23:06:25,DICE,HI,3548,0.00000003,3,-0.00000003,X
14/04/2020,23:06:24,DICE,HI,3909,0.00000003,3,-0.00000003,X
14/04/2020,23:06:24,DICE,HI,1137,0.00000003,3,-0.00000003,X
14/04/2020,23:06:24,DICE,HI,6134,0.00000003,3,-0.00000003,X
14/04/2020,23:06:23,DICE,HI,4131,0.00000003,3,-0.00000003,X
14/04/2020,23:06:23,DICE,HI,6624,0.00000003,3,-0.00000003,X
14/04/2020,23:06:23,DICE,HI,4205,0.00000003,3,-0.00000003,X
14/04/2020,23:06:20,DICE,HI,4543,0.00000003,3,-0.00000003,X
14/04/2020,23:06:12,DICE,HI,2580,0.00000003,3,-0.00000003,X
